Id,Date,Price,Cohort
10080469552,2007-05-03,58,21
10080469552,2009-06-30,33,21
10080469956,2006-09-05,19,21
10080470178,2006-09-05,23.75,21
10080470319,2006-09-05,20.3,21
10080471574,2006-09-05,67.6,21
10080474502,2006-09-06,75,21
10080475203,2006-09-06,155,21
10080476326,2006-09-06,35.98,21
10080476326,2007-04-03,40,21
10080476440,2006-09-06,14.98,21
10080477662,2006-09-06,67.12,21
10080478413,2006-09-06,30,21
10080478504,2006-09-06,37.5,21
10080478718,2006-09-06,77.1,21
10080479030,2006-09-06,113.67,21
10080479830,2006-09-06,75,21
10080480747,2006-09-06,97.99,21
10080481341,2006-09-06,30,21
10080481375,2006-09-06,124.31,21
10080481407,2006-09-06,47.75,21
10080481466,2006-09-06,65.5,21
10080481466,2007-03-31,37.5,21
10080484517,2006-09-06,28.5,21
10080484517,2006-10-03,26.85,21
10080484814,2006-09-06,17,21
10080485027,2006-09-06,18,21
10080485457,2006-09-06,14.98,21
10080485457,2011-08-02,67.95,21
10080485778,2006-09-06,91.67,21
10080487075,2006-09-06,81.38,21
10080488138,2006-09-06,34.05,21
10080488453,2006-09-06,45.26,21
10080488552,2006-09-06,53.5,21
10080489723,2006-09-06,27.08,21
10080490208,2006-09-06,107.07,21
10080490275,2006-09-06,47.04,21
10080490275,2006-10-05,56.52,21
10080490366,2006-09-06,28.36,21
10080490958,2006-09-06,87.85,21
10080490958,2007-10-24,25.8,21
10080490958,2007-11-21,10.48,21
10080490958,2009-10-24,54.9,21
10080490958,2009-12-05,98.95,21
10080490958,2010-12-03,14.89,21
10080490958,2011-11-27,45,21
10080490958,2012-02-01,89.98,21
10080491463,2006-09-06,18.98,21
10080491463,2011-11-30,24,21
10080491669,2006-09-06,65,21
10080491677,2006-09-06,9,21
10080492568,2006-09-06,32,21
10080493927,2006-09-06,101.58,21
10080494159,2006-09-07,110,21
10080497106,2006-09-07,75.95,21
10080497106,2007-04-30,17,21
10080497106,2009-08-17,50,21
10080497106,2010-03-09,76,21
10080497106,2010-03-17,30,21
10080497106,2010-07-08,7.5,21
10080497106,2008-03-25,22.78,21
10080497106,2011-09-01,70.63,21
10080497559,2006-09-07,14.23,21
10080497888,2006-09-07,16.62,21
10080499094,2006-09-07,123.2,21
10080500282,2006-09-07,29.96,21
10080500282,2008-09-12,90.64,21
10080500282,2010-06-09,38.58,21
10080500282,2010-06-25,16,21
10080501007,2006-09-07,10.2,21
10080501007,2006-09-25,10.2,21
10080501139,2006-09-07,21,21
10080501288,2006-09-07,22.5,21
10080501743,2006-09-07,16,21
10080502815,2006-09-07,10.5,21
10080504035,2006-09-07,59.82,21
10080504142,2006-09-07,40,21
10080504142,2009-08-04,28.5,21
10080504142,2010-10-03,22.05,21
10080504142,2007-10-01,22.78,21
10080504257,2006-09-07,110,21
10080504416,2006-09-07,42,21
10080504473,2006-09-07,30.96,21
10080504851,2006-09-07,16.18,21
10080505198,2006-09-07,12.5,21
10080505239,2006-09-07,433.19,21
10080507212,2006-09-07,24.5,21
10080508186,2006-09-07,15,21
10080508186,2008-09-11,17,21
10080509059,2006-09-07,105.5,21
10080509059,2007-06-27,35.38,21
10080509059,2007-09-18,12,21
10080509424,2006-09-07,60,21
10080509564,2006-09-07,77.16,21
10080509867,2006-09-07,59.8,21
10080510224,2006-09-07,52.5,21
10080510437,2006-09-07,33.33,21
10080510792,2006-09-07,43.17,21
10080511915,2006-09-07,22.5,21
10080511938,2006-09-07,110,21
10080511938,2006-11-17,106.79,21
10080511938,2006-12-08,291.53,21
10080512946,2006-09-07,30,21
10080514472,2006-09-07,21.25,21
10080514472,2006-10-20,50,21
10080514488,2006-09-07,58,21
10080514908,2006-09-07,75.2,21
10080516038,2007-11-27,48,21
10080516038,2006-09-07,9.5,21
10080516088,2006-09-08,30,21
10080516122,2006-09-08,50,21
10080516228,2006-09-08,112.69,21
10080519727,2006-09-08,59.9,21
10080520478,2006-09-08,98.25,21
10080521872,2006-09-08,22.4,21
10080521914,2006-09-08,266.58,21
10080521914,2007-12-04,12.75,21
10080521914,2009-04-29,97.75,21
10080522393,2006-12-05,235,21
10080522393,2007-12-04,54,21
10080522393,2006-09-08,96.06,21
10080522393,2008-12-05,58.5,21
10080522393,2009-11-30,83.8,21
10080522393,2011-07-30,58,21
10080522393,2011-09-13,100.64,21
10080524437,2006-09-08,150.18,21
10080526029,2006-09-08,12.5,21
10080526029,2009-03-11,47,21
10080526269,2006-09-08,33.33,21
10080527384,2006-09-08,31.5,21
10080527738,2006-09-08,28.5,21
10080529026,2006-09-08,23.75,21
10080529026,2007-03-20,24,21
10080529026,2009-12-17,23.5,21
10080529422,2006-09-08,26.08,21
10080530229,2006-09-08,22,21
10080530229,2006-12-12,59.99,21
10080530229,2007-04-26,14,21
10080530362,2006-09-08,7.5,21
10080530420,2006-09-08,160,21
10080530420,2006-09-15,21,21
10080530420,2006-10-16,45,21
10080530420,2006-11-27,85,21
10080530420,2007-02-10,144,21
10080530420,2008-06-16,74.39,21
10080530420,2009-12-10,68.57,21
10080531227,2006-09-08,43.53,21
10080531227,2006-11-30,73.05,21
10080531780,2006-09-08,7.5,21
10080532160,2006-09-08,27.43,21
10080532392,2006-09-08,29.3,21
10080533226,2006-09-08,340.45,21
10080533226,2007-03-09,50,21
10080533226,2007-03-29,132.98,21
10080533481,2006-09-08,201.69,21
10080533481,2006-11-24,181.69,21
10080534553,2006-09-08,104.2,21
10080534553,2006-10-24,92.5,21
10080534866,2006-09-08,20,21
10080535585,2006-09-08,42,21
10080538324,2006-09-09,69.45,21
10080539405,2006-09-09,81.33,21
10080539405,2009-08-11,62.5,21
10080539405,2011-09-13,138.78,21
10080539512,2006-09-09,22.05,21
10080539545,2006-09-09,9,21
10080539569,2006-09-09,34.99,21
10080540056,2006-09-09,51.48,21
10080540056,2008-01-14,22.78,21
10080540106,2006-09-09,81.18,21
10080540129,2006-09-09,55.44,21
10080541484,2006-09-09,24.5,21
10080541690,2006-09-09,24.13,21
10080541690,2007-03-28,215,21
10080541773,2006-09-09,94.85,21
10080541969,2006-09-09,49.75,21
10080542003,2006-09-09,192.5,21
10080542003,2007-12-06,10.5,21
10080542003,2010-02-20,44.62,21
10080542531,2006-09-09,7.5,21
10080542664,2006-09-09,54.28,21
10080543157,2006-09-09,25,21
10080543157,2007-11-28,30,21
10080543157,2010-09-06,11,21
10080543841,2006-09-09,52,21
10080543841,2010-11-28,36.48,21
10080544742,2006-09-09,30.3,21
10080544742,2010-07-20,12.35,21
10080545946,2006-09-09,120,21
10080546136,2006-09-09,53.45,21
10080546160,2006-09-09,43.22,21
10080547325,2006-09-10,49.5,21
10080547325,2008-10-03,64,21
10080547992,2006-09-09,26.85,21
10080547992,2007-12-04,49,21
10080548075,2006-09-09,13.6,21
10080549453,2006-09-09,29.84,21
10080549469,2006-09-09,30.53,21
10080550394,2006-09-10,69,21
10080552843,2006-09-10,17.5,21
10080552843,2006-11-29,61.1,21
10080554658,2006-09-10,19,21
10080555458,2006-09-10,315,21
10080556003,2006-09-10,168,21
10080556003,2009-12-07,23.38,21
10080556003,2006-12-11,87.52,21
10080556300,2006-09-10,17.76,21
10080557225,2006-09-10,18.75,21
10080557225,2008-06-02,61,21
10080557225,2009-11-09,76.53,21
10080557430,2006-09-10,46.39,21
10080558116,2006-09-10,30,21
10080558462,2006-09-10,53.51,21
10080558569,2006-09-10,190.5,21
10080558874,2006-09-10,107,21
10080558874,2007-09-11,36.1,21
10080558874,2006-09-29,107,21
10080559080,2006-09-10,91.82,21
10080559419,2006-09-10,56.38,21
10080559419,2007-09-16,41.5,21
10080559419,2008-01-11,281.28,21
10080559419,2008-09-12,53.35,21
10080559419,2008-11-12,35,21
10080559419,2009-04-28,21,21
10080559460,2006-09-10,30.53,21
10080559460,2007-11-26,20.5,21
10080559460,2008-12-01,24,21
10080559460,2009-12-01,22.2,21
10080559460,2011-09-30,16,21
